arm,generation,candidateIndex,caseIndex,seed,scenario,activationGain,score,landed,styleBonus,styleRecovered,turnDegrees,reason,variation,touchdown,time,orbitComplete,orbits,maxAltitude,milestones,insertionQuality,insertionReward,insertionHoldQuality,insertionHoldReward,longestStrictInsertionHoldSeconds,conditionalPeriapsis,conditionalPeriapsisEligibleSeconds,strictInsertionHoldProgress,conditionalPeriapsisProgress,censored
"""standard""",1,1,4,584792,25,1,-477.5563464927944,false,0,false,-0.368249651273327,"""Flight left the recovery corridor""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,70.15000000000013,false,0,12063.119037848865,"[{""name"":""Launch"",""time"":1.5000000000000007,""altitude"":4.193108829840302},{""name"":""Space"",""time"":32.150000000000134,""altitude"":811.108973344309}]",0.192459669301137,430.9516031613644,5.656120370155616e-16,200.00000000000068,0,null,0,0,0,false
"""standard""",1,1,5,595183,26,1,-476.8212379226804,false,0,false,-0.4231277139806507,"""Flight left the recovery corridor""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}",null,64.15000000000009,false,0,12093.808356806814,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.147424780488741},{""name"":""Space"",""time"":27.650000000000084,""altitude"":812.4170947906423}]",0.26281877442169826,515.3825293060379,4.779445401605013e-16,200.00000000000057,0,null,0,0,0,false
"""standard""",1,2,0,714133,24,1,-581.3085216129489,false,0,false,-22.909136388268028,"""Orbital mission timed out""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,650.0499999999565,false,0,0,[],0.1353822178307243,162.45866139686916,3.1507173313334005e-17,3.7808607976000803e-14,0,null,0,0,0,false
"""standard""",1,2,1,553619,25,1,-571.6249196732106,false,0,false,-23.207395524045328,"""Orbital mission timed out""","{""level"":0.4,""mass"":1.083884693447206,""thrust"":1.016267903124684,""servo"":1.2656766754682975,""wind"":0.8935277738499552,""deck"":1.0097203840138167,""noise"":0.004}",null,650.0499999999565,false,0,0,[],0.13539703189019847,162.47643826823816,3.1557558299477066e-17,3.786906995937248e-14,0,null,0,0,0,false
"""standard""",1,2,2,564010,26,1,-587.8152852257938,false,0,false,-23.26250921114359,"""Orbital mission timed out""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,650.0499999999565,false,0,0,[],0.20781103094390513,249.37323713268614,4.268262540855837e-18,5.121915049027004e-15,0,null,0,0,0,false
"""standard""",1,2,3,574401,24,1,-579.9676220221086,false,0,false,-22.88207426758664,"""Orbital mission timed out""","{""level"":0.4,""mass"":0.9880963761575715,""thrust"":0.9758886126282802,""servo"":1.0354448425912663,""wind"":1.0759237686473,""deck"":1.0029663443630197,""noise"":0.004}",null,650.0499999999565,false,0,0,[],0.13538331793937733,162.4599815272528,3.150815027115936e-17,3.7809780325391234e-14,0,null,0,0,0,false
"""standard""",1,2,4,584792,25,1,-576.6934399540204,false,0,false,-22.929440963566385,"""Orbital mission timed out""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,650.0499999999565,false,0,0,[],0.13540709604719708,162.4885152566365,3.158605006008282e-17,3.790326007209939e-14,0,null,0,0,0,false
"""standard""",1,2,5,595183,26,1,-577.05967238696,false,0,false,-23.35887975089476,"""Orbital mission timed out""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}",null,650.0499999999565,false,0,0,[],0.20781174809061026,249.3740977087323,4.267719345272556e-18,5.121263214327067e-15,0,null,0,0,0,false
"""standard""",1,3,0,714133,24,1,-483.31919686604016,false,0,false,-0.16210292006115587,"""Flight left the recovery corridor""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,120.65000000000009,false,0,12047.668988846563,"[{""name"":""Launch"",""time"":1.950000000000001,""altitude"":4.133500854104616},{""name"":""Space"",""time"":58.900000000000084,""altitude"":802.212597997223}]",0.3143280746349644,577.1936895619573,4.638587114401631e-11,200.00000005566304,0,null,0,0,0,false
"""standard""",1,3,1,553619,25,1,-484.86805447460523,false,0,false,-0.22474798673720983,"""Flight left the recovery corridor""","{""level"":0.4,""mass"":1.083884693447206,""thrust"":1.016267903124684,""servo"":1.2656766754682975,""wind"":0.8935277738499552,""deck"":1.0097203840138167,""noise"":0.004}",null,139.1999999999997,false,0,12055.089646513188,"[{""name"":""Launch"",""time"":2.2,""altitude"":4.126820050101834},{""name"":""Space"",""time"":68.9499999999997,""altitude"":808.9570263600297}]",0.3228697640956201,587.4437169147441,1.1295207478590105e-10,200.00000013554248,0,null,0,0,0,false
"""standard""",1,3,2,564010,26,1,-484.58745451078175,false,0,false,-0.1343392883936319,"""Flight left the recovery corridor""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,116.4500000000001,false,0,12011.631515273233,"[{""name"":""Launch"",""time"":1.900000000000001,""altitude"":4.083025094845743},{""name"":""Space"",""time"":57.950000000000095,""altitude"":809.9912507344011}]",0.40884375714739607,690.6125085768753,2.461612680428078e-10,200.00000029539353,0,null,0,0,0,false
"""standard""",1,3,3,574401,24,1,-480.67966228064,false,0,false,-0.1537825060990373,"""Flight left the recovery corridor""","{""level"":0.4,""mass"":0.9880963761575715,""thrust"":0.9758886126282802,""servo"":1.0354448425912663,""wind"":1.0759237686473,""deck"":1.0029663443630197,""noise"":0.004}",null,123.40000000000003,false,0,12015.927021338823,"[{""name"":""Launch"",""time"":2.000000000000001,""altitude"":4.091837369449609},{""name"":""Space"",""time"":60.65000000000003,""altitude"":805.7799627750638}]",0.3154716022608397,578.5659227130077,5.3992775714516356e-11,200.00000006479132,0,null,0,0,0,false
"""standard""",1,3,4,584792,25,1,-482.5659027922831,false,0,false,-0.2077236366583521,"""Flight left the recovery corridor""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,120.15000000000009,false,0,12056.32016550322,"[{""name"":""Launch"",""time"":1.900000000000001,""altitude"":4.0510587733691406},{""name"":""Space"",""time"":59.400000000000084,""altitude"":803.3797557535552}]",0.3386968283247858,606.4361939897431,2.358833373788832e-10,200.00000028306002,0,null,0,0,0,false
"""standard""",1,3,5,595183,26,1,-483.171298384447,false,0,false,-0.13667941751790155,"""Flight left the recovery corridor""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}",null,102.00000000000028,false,0,12011.654457614779,"[{""name"":""Launch"",""time"":1.6000000000000008,""altitude"":4.030289962053079},{""name"":""Space"",""time"":49.00000000000028,""altitude"":808.6351857325685}]",0.40250080248527037,683.0009629823244,1.1255915805847668e-10,200.000000135071,0,null,0,0,0,false
"""standard""",1,4,0,714133,24,1,-594.7068146165986,false,0,false,-0.4317396644261299,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":1439.5845400064911,""speed"":134.8154807310105,""lateral"":15.376028790504636,""tilt"":0.24286133166819793}",275.8500000000011,false,0,1627.5674448117013,"[{""name"":""Launch"",""time"":68.79999999999824,""altitude"":4.022466017586147},{""name"":""Space"",""time"":206.9500000000007,""altitude"":800.5327137177024}]",0.1569600734665224,388.3520881598269,4.0429568629139224e-16,200.00000000000048,0,null,0,0,0,false
"""standard""",1,4,1,553619,25,1,-614.7448663427867,false,0,false,-0.3745816915090377,"""Returned before completing an orbit""","{""level"":0.4,""mass"":1.083884693447206,""thrust"":1.016267903124684,""servo"":1.2656766754682975,""wind"":0.8935277738499552,""deck"":1.0097203840138167,""noise"":0.004}","{""error"":631.2919681032621,""speed"":93.92768963456456,""lateral"":8.652038252197558,""tilt"":0.3297155376243869}",241.20000000000815,false,0,662.8817698058227,"[{""name"":""Launch"",""time"":105.84999999999613,""altitude"":4.032797189162677}]",0.15927745398353219,323.70929874140313,6.571496648394794e-16,132.57635396116532,0,null,0,0,0,false
"""standard""",1,4,2,564010,26,1,-593.6647704919827,false,0,false,-0.33524644015901667,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":1431.3665379176514,""speed"":132.595491353438,""lateral"":16.10756225172337,""tilt"":0.2604665006054079}",274.9500000000016,false,0,1574.707880103115,"[{""name"":""Launch"",""time"":78.84999999999766,""altitude"":4.022847971902401},{""name"":""Space"",""time"":208.70000000000115,""altitude"":800.7915850178534}]",0.2575016307967447,509.00195695609364,1.616690741867994e-15,200.00000000000193,0,-5979.878553935515,1.75,0,0.002959036185953691,false
"""standard""",1,4,3,574401,24,1,-590.9760133605429,false,0,false,-0.4199833707858725,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9880963761575715,""thrust"":0.9758886126282802,""servo"":1.0354448425912663,""wind"":1.0759237686473,""deck"":1.0029663443630197,""noise"":0.004}","{""error"":1070.4978055203103,""speed"":120.48513343940996,""lateral"":7.927604884803126,""tilt"":0.2757503527286268}",263.2000000000033,false,0,1216.9460276203442,"[{""name"":""Launch"",""time"":82.09999999999748,""altitude"":4.009031859295492},{""name"":""Space"",""time"":218.3500000000029,""altitude"":801.8963345571469}]",0.16381453137577703,396.57743765093244,1.3010363977667419e-15,200.00000000000156,0,null,0,0,0,false
"""standard""",1,4,4,584792,25,1,-592.4449688060166,false,0,false,-0.382947891114726,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":1474.7502402316393,""speed"":129.36779825699426,""lateral"":17.82632775815538,""tilt"":0.2604595744327038}",272.4500000000017,false,0,1480.3418317233559,"[{""name"":""Launch"",""time"":76.99999999999777,""altitude"":4.026130054137466},{""name"":""Space"",""time"":211.10000000000124,""altitude"":802.2988053487244}]",0.15813923736354796,389.76708483625754,3.934291841624534e-16,200.00000000000048,0,null,0,0,0,false
"""standard""",1,4,5,595183,26,1,-506.87656235701746,false,0,false,-0.2328504693448823,"""Flight left the recovery corridor""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}",null,321.04999999999546,false,0,12006.410922417115,"[{""name"":""Launch"",""time"":37.000000000000036,""altitude"":4.002784643160421},{""name"":""Space"",""time"":168.79999999999546,""altitude"":801.7900539886957}]",0.23607746134442192,483.2929536133063,1.61939392115887e-16,200.0000000000002,0,null,0,0,0,false
"""standard""",1,5,0,714133,24,1,-600.4353612755979,false,0,false,-0.01857141530908231,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":678.3938328273935,""speed"":20.69107698784874,""lateral"":122.8101938260077,""tilt"":1.0513934050092408}",14.300000000000068,false,0,68.40491567381355,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.100733020527086}]",0.14927910513649278,192.81590929855403,1.462947655258234e-16,13.680983134762885,0,null,0,0,0,false
"""standard""",1,5,1,553619,25,1,-470.2021653015059,false,0,false,-0.028725941683577984,"""Returned before completing an orbit""","{""level"":0.4,""mass"":1.083884693447206,""thrust"":1.016267903124684,""servo"":1.2656766754682975,""wind"":0.8935277738499552,""deck"":1.0097203840138167,""noise"":0.004}","{""error"":724.8939015277756,""speed"":14.374166552810241,""lateral"":118.51615695485326,""tilt"":0.9064368111134296}",15.300000000000082,false,0,62.168852842614484,"[{""name"":""Launch"",""time"":1.4500000000000006,""altitude"":4.122191089958381}]",0.15260691243919022,195.56206549555117,1.5655110524972008e-16,12.433770568523085,0,null,0,0,0,false
"""standard""",1,5,2,564010,26,1,-600.4749803675904,false,0,false,-0.007076890811326554,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":633.103328692448,""speed"":24.116193823883314,""lateral"":121.40077287876123,""tilt"":1.1542793612944238}",13.450000000000056,false,0,66.93738584757122,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.2650062665561155}]",0.21841510218186788,271.66060631075163,1.8248725203796307e-17,9.562483692510197,0,null,0,0,0,false
"""standard""",1,5,3,574401,24,1,-600.4398660542221,false,0,false,-0.018437341659055625,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9880963761575715,""thrust"":0.9758886126282802,""servo"":1.0354448425912663,""wind"":1.0759237686473,""deck"":1.0029663443630197,""noise"":0.004}","{""error"":677.0933590453516,""speed"":20.06964978289497,""lateral"":121.85008712274438,""tilt"":1.0415691339065416}",14.40000000000007,false,0,67.72226057666607,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.01376465345192}]",0.1492380181088172,192.63007384591384,1.4332489360765085e-16,13.544452115333385,0,null,0,0,0,false
"""standard""",1,5,4,584792,25,1,-600.4843896304882,false,0,false,-0.02592303238595167,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":677.135635439199,""speed"":20.767599684286676,""lateral"":122.5234386600412,""tilt"":1.0568481245741974}",14.300000000000068,false,0,67.8368634023302,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.122719256156781}]",0.14956760836460528,193.04850271799236,1.4875941133699993e-16,13.567372680466217,0,null,0,0,0,false
"""standard""",1,5,5,595183,26,1,-600.4596040183943,false,0,false,-0.009808527074414378,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}","{""error"":614.5260648865212,""speed"":29.5047019014468,""lateral"":126.35902779355312,""tilt"":1.2688257121369573}",12.750000000000046,false,0,73.99020939019877,"[{""name"":""Launch"",""time"":1.2500000000000004,""altitude"":4.321274804115909}]",0.21930458641740871,273.735533613776,1.859950435391023e-17,10.57002991288556,0,null,0,0,0,false
"""standard""",1,6,0,714133,24,1,-207.82948225672763,false,0,false,-0.030920721765313276,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":58.54265054215022,""speed"":8.292621462857841,""lateral"":45.80839035303385,""tilt"":1.3632827942611019}",3.2999999999999963,false,0,5.038953225288674,"[{""name"":""Launch"",""time"":1.5000000000000007,""altitude"":4.129653887488535}]",0.136269378080536,164.53104434170092,3.5315242936482175e-17,1.0077906450577774,0,null,0,0,0,false
"""standard""",1,6,1,553619,25,1,-611.3079628292546,false,0,false,-5.485375769816667,"""Orbital mission timed out""","{""level"":0.4,""mass"":1.083884693447206,""thrust"":1.016267903124684,""servo"":1.2656766754682975,""wind"":0.8935277738499552,""deck"":1.0097203840138167,""noise"":0.004}",null,650.0499999999565,false,0,3.9484881480548655,[],0.17150208339747086,206.592197706576,3.558473675317942e-15,0.7896976296152431,0,null,0,0,0,false
"""standard""",1,6,2,564010,26,1,-219.49343099629678,false,0,false,-0.029983391127560717,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":47.75031911493031,""speed"":9.01724349825139,""lateral"":41.899290170461306,""tilt"":1.4273233266547865}",2.9999999999999973,false,0,4.641317035763722,"[{""name"":""Launch"",""time"":1.5000000000000007,""altitude"":4.03052951169985}]",0.20861568671121045,251.00186934427592,4.5220899482143025e-18,0.6630452908233943,0,null,0,0,0,false
"""standard""",1,6,3,574401,24,1,-201.82783807917554,false,0,false,-0.032139139542785765,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9880963761575715,""thrust"":0.9758886126282802,""servo"":1.0354448425912663,""wind"":1.0759237686473,""deck"":1.0029663443630197,""noise"":0.004}","{""error"":53.820927896253224,""speed"":7.974737871839585,""lateral"":43.77783572588225,""tilt"":1.369138432907972}",3.1999999999999966,false,0,4.761994784947779,"[{""name"":""Launch"",""time"":1.5500000000000007,""altitude"":4.132148602537198}]",0.13598730754580818,164.13716801195937,3.493533824411434e-17,0.9523989569895978,0,null,0,0,0,false
"""standard""",1,6,4,584792,25,1,-208.57550421297074,false,0,false,-0.028965276307375967,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":54.84010199771569,""speed"":8.408755870973437,""lateral"":44.39282484852842,""tilt"":1.3403054494024438}",3.2499999999999964,false,0,4.899281459957701,"[{""name"":""Launch"",""time"":1.5000000000000007,""altitude"":4.06809415221619}]",0.1360364959738467,164.22365146060758,3.478906228536633e-17,0.9798562919915819,0,null,0,0,0,false
"""standard""",1,6,5,595183,26,1,-236.61567758871325,false,0,false,-0.0330190165848163,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}","{""error"":68.44789950004677,""speed"":9.733009748803456,""lateral"":52.24827901461806,""tilt"":1.4047204548983427}",3.399999999999996,false,0,6.153818948667912,"[{""name"":""Launch"",""time"":1.3000000000000005,""altitude"":4.0125737805096815}]",0.20897821919392573,251.6529800253777,4.845281794943702e-18,0.8791169926668503,0,null,0,0,0,false
"""standard""",1,7,0,714133,24,1,-600.9197879837844,false,0,false,-0.032917934689967746,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":2099.818976005733,""speed"":43.59058881588322,""lateral"":184.30154689043925,""tilt"":1.3257484551735563}",22.80000000000019,false,0,239.89241307445832,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.2053422324644085}]",0.26575685175124425,366.88670471638477,1.997560015518536e-12,47.97848261728874,0,null,0,0,0,false
"""standard""",1,7,1,553619,25,1,-601.0111128010266,false,0,false,-0.030800424088810792,"""Returned before completing an orbit""","{""level"":0.4,""mass"":1.083884693447206,""thrust"":1.016267903124684,""servo"":1.2656766754682975,""wind"":0.8935277738499552,""deck"":1.0097203840138167,""noise"":0.004}","{""error"":2023.29056480332,""speed"":35.02014609807155,""lateral"":173.55519442453487,""tilt"":1.2027861373254984}",23.4500000000002,false,0,216.00203118162779,"[{""name"":""Launch"",""time"":1.4000000000000006,""altitude"":4.0532659234803905}]",0.22857708454175388,317.4929076864302,1.7732560999105306e-13,43.20040623653835,0,null,0,0,0,false
"""standard""",1,7,2,564010,26,1,-601.007885518495,false,0,false,-0.021623551281629277,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":2000.0473072525572,""speed"":45.22368631236668,""lateral"":183.38164032836127,""tilt"":1.366008433972371}",21.750000000000174,false,0,236.27987319580797,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.317384054930741}]",0.2993256245212249,392.94501702487105,8.810476959695556e-14,33.75426759950687,0,null,0,0,0,false
"""standard""",1,7,3,574401,24,1,-600.8719604608693,false,0,false,-0.0315756863939061,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9880963761575715,""thrust"":0.9758886126282802,""servo"":1.0354448425912663,""wind"":1.0759237686473,""deck"":1.0029663443630197,""noise"":0.004}","{""error"":2065.1096540046274,""speed"":40.50690682839562,""lateral"":181.91238315703418,""tilt"":1.2990244337961172}",22.80000000000019,false,0,233.78803189632637,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.11120234846107}]",0.253404489654162,350.8429939642597,8.825603125923505e-13,46.75760638032435,0,null,0,0,0,false
"""standard""",1,7,4,584792,25,1,-600.9736788101629,false,0,false,-0.03278388034610114,"""Returned before completing an orbit""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}","{""error"":2080.1188411296403,""speed"":42.896243416892524,""lateral"":183.574245123768,""tilt"":1.31796697567818}",22.700000000000188,false,0,238.66926400835357,"[{""name"":""Launch"",""time"":1.3500000000000005,""altitude"":4.215843805987255}]",0.26292640072805545,363.24553367533724,1.6746301101772245e-12,47.73385280368027,0,null,0,0,0,false
"""standard""",1,7,5,595183,26,1,-601.2912951964489,false,0,false,-0.04172889454228185,"""Returned before completing an orbit""","{""level"":0.4,""mass"":0.9232269751103548,""thrust"":1.0010613402122572,""servo"":0.9288705509315058,""wind"":0.8966846210417573,""deck"":0.9705989637064307,""noise"":0.004}","{""error"":2487.760551102592,""speed"":50.68283843758638,""lateral"":199.46147059938394,""tilt"":1.5044156977412253}",22.65000000000013,false,0,267.1043485699766,"[{""name"":""Launch"",""time"":1.2000000000000004,""altitude"":4.0047371803741}]",0.44200179999916345,568.5599240804213,3.6719771158802654e-09,38.15776848779777,0,null,0,0,0,false
"""standard""",1,8,0,714133,24,1,-598.3230339715947,false,0,false,-3.8799303185929253,"""Flight left the recovery corridor""","{""level"":0,""mass"":1,""thrust"":1,""servo"":1,""wind"":1,""deck"":1,""noise"":0}",null,630.1499999999746,false,0,0,[],0.13682060529366288,164.18472635239547,3.898072151856263e-17,4.6776865822275154e-14,0,null,0,0,0,false
